user_index,item_index,completion
23,33,0.0
20,132,0.06896551724137931
23,54,0.10344827586206896
23,54,0.10344827586206896
23,129,0.0
23,129,0.0
23,33,0.0
23,33,0.0
23,50,0.0
23,50,0.0
23,53,0.0
23,53,0.0
23,80,0.0
23,27,0.0
12,107,0.03333333333333333
36,133,0.7
12,45,0.03333333333333333
24,134,0.4137931034482759
24,134,0.03448275862068965
24,128,0.13333333333333333
37,58,1.4137931034482758
37,82,0.03333333333333333
12,51,0.03448275862068965
38,1,1.0666666666666669
36,121,1.3103448275862069
24,135,0.06896551724137931
20,136,0.0
37,82,1.5666666666666669
12,137,0.03448275862068965
12,128,0.06666666666666668
37,133,0.16666666666666666
36,123,0.03448275862068965
12,3,0.03448275862068965
12,57,0.03448275862068965
24,37,0.8965517241379308
39,138,1.0689655172413792
20,139,0.5862068965517241
24,121,0.03448275862068965
24,75,0.03333333333333333
20,139,0.0
12,19,0.27586206896551724
12,74,0.03448275862068965
39,140,0.3448275862068966
39,141,0.06666666666666668
12,74,1.0344827586206895
12,27,0.03448275862068965
40,66,0.8620689655172413
40,142,0.06896551724137931
20,143,0.03448275862068965
41,96,0.0
41,96,0.4482758620689655
12,121,1.0344827586206895
12,95,0.03448275862068965
12,144,0.10344827586206896
20,145,0.0
42,125,0.06896551724137931
12,41,0.9655172413793104
12,146,0.03333333333333333
40,106,0.27586206896551724
42,31,0.03333333333333333
36,120,1.0689655172413792
41,12,0.0
41,12,0.3333333333333333
36,60,0.1724137931034483
41,91,0.0
41,91,0.27586206896551724
41,8,0.36666666666666653
43,147,0.10344827586206896
41,8,0.0
43,147,0.0
43,148,0.0
43,148,0.0
39,2,1.1034482758620692
41,68,0.0
41,68,0.06896551724137931
44,6,0.10344827586206896
41,126,0.0
41,126,0.3448275862068966
40,131,0.03448275862068965
40,131,0.4137931034482759
42,37,0.3448275862068966
40,149,0.43333333333333335
41,125,0.0
40,53,0.3793103448275862
12,30,0.03448275862068965
40,149,0.13333333333333333
24,41,0.5862068965517241
40,53,1.0689655172413792
40,40,0.5862068965517241
12,102,0.06896551724137931
41,47,0.13333333333333333
41,47,0.0
42,57,0.4482758620689655
42,41,0.5862068965517241
1,55,0.03333333333333333
41,128,0.8
42,85,0.8
44,3,1.0689655172413792
44,55,0.9333333333333332
41,82,0.4666666666666667
42,45,0.03333333333333333
31,104,0.0
31,1,0.2333333333333333
12,135,0.1724137931034483
31,45,0.0
42,29,0.5517241379310345
44,107,1.0666666666666669
40,60,0.4482758620689655
40,1,0.4
40,74,0.9655172413793104
41,123,0.8275862068965517
41,137,0.06896551724137931
15,150,1.0344827586206895
41,137,0.10344827586206896
41,123,0.0
15,151,0.6896551724137931
41,137,0.3103448275862069
12,32,0.03333333333333333
12,92,0.03448275862068965
12,47,0.03333333333333333
36,51,1.137931034482759
12,55,0.03333333333333333
41,40,0.2413793103448276
44,49,0.06896551724137931
15,46,0.10344827586206896
20,152,0.03448275862068965
20,153,0.10344827586206896
20,154,0.0
44,45,1.0
20,155,0.1724137931034483
12,105,0.06666666666666668
12,2,0.03448275862068965
45,156,0.13793103448275862
20,157,1.0
41,158,0.0
41,158,1.0333333333333334
4,131,0.03448275862068965
45,63,0.03448275862068965
45,23,0.13793103448275862
12,61,0.03448275862068965
45,159,0.06896551724137931
12,114,0.03333333333333333
12,108,0.10344827586206896
32,101,0.03448275862068965
32,101,0.2413793103448276
20,160,0.5172413793103449
32,101,0.2413793103448276
32,6,0.03448275862068965
32,2,0.10344827586206896
20,160,1.0689655172413792
44,8,1.0666666666666669
12,33,0.13793103448275862
32,92,1.0689655172413792
12,8,0.7
12,90,0.13793103448275862
32,103,0.06666666666666668
20,157,0.0
20,155,0.0
20,157,0.0
20,160,0.0
12,4,0.03448275862068965
12,131,0.10344827586206896
12,91,0.03448275862068965
32,12,1.0333333333333334
32,44,0.2
20,161,0.0
20,162,0.0
20,163,0.10344827586206896
32,142,0.06896551724137931
32,1,0.03333333333333333
32,98,0.03448275862068965
24,164,0.06666666666666668
32,158,0.13333333333333333
24,91,0.27586206896551724
44,95,0.03448275862068965
4,45,2.0
46,165,0.27586206896551724
46,26,0.06896551724137931
4,64,1.0666666666666669
32,84,0.10344827586206896
32,54,0.3448275862068966
47,72,0.03448275862068965
4,56,0.3793103448275862
4,4,0.13793103448275862
32,129,0.7931034482758621
44,95,0.10344827586206896
32,129,0.20689655172413796
4,51,0.5517241379310345
48,91,1.0344827586206895
48,98,0.27586206896551724
4,166,0.13333333333333333
4,101,0.3103448275862069
4,1,0.16666666666666666
49,164,0.16666666666666666
48,4,1.0344827586206895
44,101,0.03448275862068965
48,57,0.6551724137931034
44,19,0.5172413793103449
50,158,1.2
44,59,0.03448275862068965
51,106,0.0
50,102,0.8965517241379308
50,102,1.0689655172413792
48,80,0.0
48,82,0.0
48,82,0.0
48,82,0.1
35,91,0.0
48,80,0.0
48,82,0.0
48,82,0.03333333333333333
35,91,0.0
4,10,0.1724137931034483
44,94,0.03448275862068965
4,37,0.5862068965517241
44,135,0.06896551724137931
35,61,0.0
35,58,0.0
35,58,0.0
52,7,0.7241379310344828
52,13,0.13793103448275862
50,91,0.4827586206896552
4,149,0.1
50,3,0.8620689655172413
34,30,0.0
34,30,0.27586206896551724
34,30,0.0
34,30,0.03448275862068965
44,33,0.1724137931034483
4,164,0.1
52,167,0.4827586206896552
53,101,0.6206896551724138
4,95,0.9310344827586208
52,168,0.6551724137931034
50,120,0.1724137931034483
4,50,0.8275862068965517
4,111,0.03333333333333333
50,120,0.5862068965517241
50,146,0.2333333333333333
50,94,0.8965517241379308
24,80,1.2
50,94,0.06896551724137931
44,114,0.1
44,125,0.03448275862068965
45,169,0.03448275862068965
35,45,0.0
35,44,0.6
35,44,0.0
44,121,0.27586206896551724
45,169,1.0
54,130,0.16666666666666666
54,112,0.13333333333333333
45,170,1.0
55,107,0.0
55,137,0.0
55,137,1.5862068965517242
44,124,0.6551724137931034
56,37,0.3448275862068966
44,96,0.03448275862068965
55,137,0.3448275862068966
55,107,0.03333333333333333
55,121,0.03448275862068965
55,107,0.13333333333333333
54,54,0.1724137931034483
55,121,0.0
52,117,1.0689655172413792
54,103,0.5
24,51,0.06896551724137931
52,63,0.8620689655172413
50,135,1.0689655172413792
45,171,0.7586206896551724
45,172,0.10344827586206896
45,43,0.06896551724137931
50,64,0.7333333333333333
24,30,2.103448275862069
56,37,0.03448275862068965
24,111,0.36666666666666653
50,66,1.0344827586206895
45,67,0.03448275862068965
56,166,0.3
24,98,0.13793103448275862
24,107,0.03333333333333333
24,112,0.03333333333333333
56,31,0.43333333333333335
24,144,0.10344827586206896
44,127,1.0333333333333334
44,141,0.03333333333333333
45,165,0.03448275862068965
45,62,0.03448275862068965
57,108,0.03448275862068965
50,85,0.5666666666666667
50,40,0.03448275862068965
52,148,0.20689655172413796
50,85,0.8333333333333334
57,54,0.10344827586206896
50,40,0.4137931034482759
50,105,0.1
24,56,0.06896551724137931
57,54,0.4482758620689655
57,54,0.10344827586206896
56,45,0.2
57,54,0.6896551724137931
56,164,0.16666666666666666
24,82,0.13333333333333333
44,9,1.0344827586206895
24,12,0.36666666666666653
50,173,0.27586206896551724
24,72,0.27586206896551724
50,32,0.4666666666666667
44,108,0.2413793103448276
58,30,0.0
58,30,0.0
52,174,0.7241379310344828
24,57,0.6896551724137931
44,158,1.0333333333333334
24,1,0.03333333333333333
59,166,0.03333333333333333
24,106,0.9655172413793104
24,60,0.06896551724137931
59,8,0.7
44,129,1.0344827586206895
44,130,0.13333333333333333
59,8,0.03333333333333333
59,87,0.5
59,92,0.06896551724137931
11,85,0.7666666666666667
59,104,0.3793103448275862
59,1,0.03333333333333333
60,16,0.4137931034482759
11,50,0.2413793103448276
44,27,0.06896551724137931
58,30,0.0
58,120,0.0
58,112,0.0
58,112,0.0
60,78,0.27586206896551724
59,105,0.36666666666666653
60,147,0.7931034482758621
24,8,0.1
24,8,0.3
61,96,0.03448275862068965
61,32,1.0333333333333334
50,149,0.03333333333333333
62,175,0.3448275862068966
62,175,0.3448275862068966
24,158,0.16666666666666666
44,71,2.103448275862069
24,74,0.10344827586206896
52,176,0.1724137931034483
24,10,0.20689655172413796
50,19,0.4482758620689655
62,163,0.3448275862068966
62,177,0.10344827586206896
50,129,1.0
60,63,1.8965517241379308
61,33,1.4137931034482758
60,178,0.5172413793103449
62,177,1.0
52,147,0.3448275862068966
57,130,1.0333333333333334
52,65,0.06896551724137931
52,169,0.9310344827586208
50,5,1.0
50,81,0.06666666666666668
50,54,0.06896551724137931
60,179,0.10344827586206896
60,180,1.0
50,107,0.1
60,181,0.7241379310344828
57,87,0.03333333333333333
61,50,1.206896551724138
24,34,1.4333333333333331
62,110,0.06896551724137931
62,110,0.1724137931034483
62,110,0.20689655172413796
50,137,0.10344827586206896
62,152,0.03448275862068965
50,87,1.2666666666666666
57,44,0.03333333333333333
57,49,0.03448275862068965
61,58,2.0689655172413794
61,58,0.03448275862068965
24,40,0.06896551724137931
62,161,0.9655172413793104
62,182,0.20689655172413796
50,137,0.4137931034482759
50,87,0.43333333333333335
50,114,0.2333333333333333
57,183,0.27586206896551724
50,114,0.6
57,85,1.0666666666666669
24,33,1.0344827586206895
50,131,0.5517241379310345
24,79,0.9333333333333332
24,4,0.03448275862068965
51,96,0.0
51,96,0.0
50,6,1.0689655172413792
63,6,1.2413793103448276
64,61,0.27586206896551724
57,104,0.5172413793103449
61,3,1.1724137931034482
64,61,0.20689655172413796
61,4,0.4137931034482759
63,4,0.10344827586206896
57,104,1.2413793103448276
57,71,1.0344827586206895
24,59,0.6206896551724138
61,97,0.1724137931034483
61,97,0.5172413793103449
57,74,0.9655172413793104
57,29,0.10344827586206896
31,101,0.0
63,87,0.16666666666666666
57,33,0.10344827586206896
50,104,1.3793103448275863
63,10,0.10344827586206896
50,36,0.03448275862068965
57,33,0.06896551724137931
65,88,0.06896551724137931
66,137,0.06896551724137931
63,58,0.4482758620689655
57,105,0.5666666666666667
65,41,0.7586206896551724
67,128,0.0
67,8,0.0
67,8,0.0
57,105,0.1
50,36,0.03448275862068965
57,112,1.3
57,81,0.3
63,61,0.13793103448275862
63,80,0.03333333333333333
63,133,0.1
61,101,1.0689655172413792
65,6,0.03448275862068965
68,4,0.0
61,184,1.0689655172413792
59,185,0.3103448275862069
59,183,0.03448275862068965
59,77,0.16666666666666666
69,4,0.2413793103448276
63,52,0.20689655172413796
65,72,0.5172413793103449
59,112,0.06666666666666668
59,31,0.03333333333333333
65,44,0.2
50,141,0.06666666666666668
61,10,0.06896551724137931
61,183,0.03448275862068965
69,141,0.16666666666666666
63,121,0.2413793103448276
50,97,1.0344827586206895
63,30,0.9655172413793104
50,72,0.27586206896551724
50,58,0.10344827586206896
59,64,0.03333333333333333
59,57,0.03448275862068965
59,134,0.10344827586206896
63,81,0.06666666666666668
63,9,0.6206896551724138
59,25,0.03448275862068965
67,60,0.0
67,60,0.0
61,135,1.3448275862068966
50,10,0.06896551724137931
67,21,0.0
61,48,1.1034482758620692
67,5,0.0
67,5,0.0
67,5,0.0
50,2,0.5517241379310345
50,92,0.20689655172413796
65,72,0.03448275862068965
63,19,0.4482758620689655
63,54,0.3793103448275862
65,123,0.27586206896551724
65,74,0.06896551724137931
50,41,0.03448275862068965
61,141,0.03333333333333333
65,121,0.06896551724137931
61,27,0.20689655172413796
63,53,0.2413793103448276
70,94,0.06896551724137931
70,12,0.13333333333333333
65,121,1.0689655172413792
63,130,1.0333333333333334
63,41,0.6206896551724138
65,31,0.16666666666666666
71,186,0.03448275862068965
65,59,0.03448275862068965
65,102,0.06896551724137931
65,164,0.1
65,57,0.1724137931034483
59,59,0.4137931034482759
61,19,4.655172413793104
65,40,0.13793103448275862
63,112,1.0333333333333334
65,40,0.03448275862068965
65,32,0.1
65,27,0.06896551724137931
72,59,0.0
59,34,0.03333333333333333
63,129,0.10344827586206896
59,111,0.1
61,19,1.7586206896551724
67,21,0.0
67,5,0.0
67,5,0.0
67,21,0.0
67,5,0.0
67,5,0.0
65,48,0.5517241379310345
67,104,0.0
63,5,0.03333333333333333
67,104,0.0
63,108,0.03448275862068965
63,128,0.13333333333333333
65,135,0.7586206896551724
61,95,0.6551724137931034
65,149,0.03333333333333333
38,114,0.06666666666666668
73,116,0.20689655172413796
61,133,3.433333333333333
65,60,0.06896551724137931
65,75,0.1
74,108,0.0
74,108,1.1034482758620692
74,108,0.0
61,44,1.7666666666666666
74,108,0.0
74,108,0.0
63,127,1.0333333333333334
63,57,0.06896551724137931
65,56,0.8965517241379308
65,84,0.20689655172413796
63,120,1.0
73,171,0.9655172413793104
63,1,0.06666666666666668
73,184,1.0344827586206895
65,1,0.13333333333333333
65,120,0.13793103448275862
63,123,0.8620689655172413
65,158,1.0666666666666669
61,102,0.10344827586206896
61,57,0.06896551724137931
63,37,0.27586206896551724
73,102,1.0
73,102,0.0
73,102,0.10344827586206896
63,3,1.0689655172413792
64,41,1.1034482758620692
63,91,0.06896551724137931
73,184,0.0
64,41,0.06896551724137931
73,116,0.0
73,171,0.0
73,184,0.0
73,102,0.0
14,79,0.13333333333333333
73,112,0.0
63,64,0.03333333333333333
73,112,0.0
73,112,0.13333333333333333
63,72,1.1034482758620692
61,53,0.3793103448275862
73,112,0.8666666666666667
73,96,0.10344827586206896
73,96,1.0
73,174,0.6206896551724138
63,40,0.20689655172413796
75,59,0.0
75,59,0.0
63,158,0.2
63,146,0.16666666666666666
73,1,0.3333333333333333
73,1,0.0
47,134,0.4827586206896552
76,8,1.0
63,71,1.0344827586206895
73,88,0.5517241379310345
63,111,0.1
73,88,0.0
73,187,1.0
63,59,0.06896551724137931
63,47,0.4
76,60,0.06896551724137931
61,47,0.03333333333333333
63,45,0.3333333333333333
63,33,0.13793103448275862
63,44,0.16666666666666666
73,180,0.03448275862068965
73,133,0.43333333333333335
61,47,1.4333333333333331
73,117,1.0
61,120,1.0689655172413792
68,95,0.0
68,122,0.0
68,122,0.0
63,106,0.5172413793103449
73,111,0.26666666666666666
73,146,0.0
73,111,0.16666666666666666
63,92,0.20689655172413796
73,111,0.8
11,84,0.03448275862068965
73,146,0.26666666666666666
1,123,1.1034482758620692
63,114,0.13333333333333333
37,142,0.03448275862068965
63,27,0.3103448275862069
2,124,0.0
37,135,1.0344827586206895
2,124,0.0
2,124,0.0
63,122,0.13333333333333333
37,105,1.0333333333333334
63,107,0.7
73,50,1.0
73,55,0.2333333333333333
1,94,1.0689655172413792
63,90,0.13793103448275862
63,32,0.13333333333333333
73,188,0.13793103448275862
37,64,1.8
37,4,0.10344827586206896
63,84,0.13793103448275862
37,128,1.0333333333333334
77,14,0.06896551724137931
74,85,0.0
74,85,0.0
78,100,0.0
74,85,0.0
74,85,0.0
78,100,0.0
78,100,0.0
79,49,0.03448275862068965
78,73,0.0
78,73,0.0
77,189,0.10344827586206896
37,59,0.10344827586206896
37,9,0.3103448275862069
77,178,1.0344827586206895
1,47,0.03333333333333333
37,127,1.8333333333333333
1,41,0.4827586206896552
77,190,0.13793103448275862
77,191,0.20689655172413796
77,170,0.03448275862068965
1,51,1.2758620689655171
1,51,0.03448275862068965
74,122,0.0
74,122,0.0
74,138,0.0
1,134,1.0344827586206895
77,69,0.10344827586206896
77,7,0.03448275862068965
77,192,0.13793103448275862
77,67,1.0
77,193,1.0
73,138,0.0
73,100,0.1
73,194,0.0
73,195,0.0
73,195,0.0
73,195,0.8620689655172413
78,73,0.0
1,92,1.0689655172413792
77,147,0.8965517241379308
1,92,0.13793103448275862
77,150,0.9655172413793104
73,44,0.06666666666666668
73,149,0.06666666666666668
80,37,0.10344827586206896
1,84,0.03448275862068965
59,12,0.36666666666666653
73,57,0.6206896551724138
73,66,1.0
59,101,0.03448275862068965
35,130,0.0
77,73,1.0344827586206895
1,196,1.0
59,129,1.0344827586206895
59,33,0.10344827586206896
81,54,0.10344827586206896
81,6,0.03448275862068965
82,80,0.03333333333333333
82,19,0.27586206896551724
1,34,1.0
24,19,0.7586206896551724
59,82,0.3
59,4,0.03448275862068965
77,83,0.06896551724137931
73,156,1.0344827586206895
81,103,0.16666666666666666
1,9,0.03448275862068965
83,197,0.4137931034482759
83,198,0.06896551724137931
83,199,0.03448275862068965
83,199,0.10344827586206896
81,80,1.0
1,130,1.0
77,35,0.06896551724137931
81,58,0.06896551724137931
25,85,0.0
1,79,1.0
1,45,0.06666666666666668
81,186,1.0689655172413792
81,71,1.1034482758620692
74,98,0.0
74,77,0.5666666666666667
74,77,0.0
1,98,0.03448275862068965
77,200,1.0689655172413792
1,106,0.7931034482758621
77,46,1.0344827586206895
1,158,0.06666666666666668
81,31,0.16666666666666666
81,31,0.3
81,27,0.10344827586206896
77,201,0.9310344827586208
77,13,0.03448275862068965
84,82,0.0
84,64,0.0
84,64,0.0
84,64,0.0
84,64,0.0
84,64,0.0
84,64,0.0
81,24,0.43333333333333335
81,114,0.13333333333333333
77,78,0.03448275862068965
77,179,0.03448275862068965
81,90,0.03448275862068965
82,134,1.1034482758620692
59,40,0.06896551724137931
77,180,0.03448275862068965
85,128,1.0333333333333334
67,103,0.0
67,21,0.0
67,21,0.0
82,64,1.2666666666666666
67,103,0.0
67,21,0.0
67,21,0.0
85,112,1.0333333333333334
59,125,0.03448275862068965
67,185,0.0
67,185,0.0
67,59,0.0
67,185,0.0
67,185,0.0
67,59,0.0
59,79,1.0
77,18,0.03448275862068965
81,106,1.2413793103448276
59,48,0.03448275862068965
81,37,0.5517241379310345
59,121,0.03448275862068965
59,6,0.03448275862068965
86,102,0.10344827586206896
77,117,1.0344827586206895
77,70,0.03448275862068965
87,37,0.20689655172413796
87,37,0.1724137931034483
59,81,0.4666666666666667
87,37,0.2413793103448276
87,149,0.5333333333333333
82,95,0.1724137931034483
81,8,0.8
81,44,0.06666666666666668
77,20,0.3103448275862069
85,123,1.0689655172413792
82,184,0.7241379310344828
82,144,1.6896551724137931
88,186,0.0
88,186,0.0
81,19,0.9655172413793104
81,127,1.0
81,53,0.10344827586206896
81,40,0.06896551724137931
81,108,0.03448275862068965
81,77,0.03333333333333333
84,202,0.0
84,202,0.0
85,105,1.0666666666666669
73,48,1.137931034482759
73,48,0.1724137931034483
73,16,0.3793103448275862
85,19,1.0344827586206895
85,95,1.1034482758620692
76,34,0.13333333333333333
85,141,0.03333333333333333
85,90,0.1724137931034483
85,122,0.9
85,158,1.0333333333333334
85,87,0.16666666666666666
85,55,0.06666666666666668
55,27,0.0
55,27,0.0
85,79,1.3
85,34,0.06666666666666668
58,122,0.0
58,122,0.0
85,50,1.0344827586206895
42,137,0.3103448275862069
42,87,0.7
85,80,0.6
42,2,0.1724137931034483
56,12,1.0333333333333334
56,59,0.27586206896551724
85,8,1.0
42,12,1.8666666666666667
85,64,1.7
85,27,0.06896551724137931
42,134,1.0344827586206895
85,27,0.6896551724137931
56,1,0.06666666666666668
56,50,1.0689655172413792
42,9,0.7241379310344828
42,60,1.0344827586206895
42,44,0.03333333333333333
56,91,1.0344827586206895
67,75,0.0
67,75,0.0
67,75,0.0
67,75,0.0
42,196,0.2413793103448276
42,121,0.10344827586206896
42,105,0.03333333333333333
79,138,0.8275862068965517
89,23,0.03448275862068965
79,47,0.1
89,192,0.5517241379310345
89,68,0.03448275862068965
89,68,0.4137931034482759
42,54,0.8620689655172413
42,61,0.03448275862068965
42,59,0.06896551724137931
42,58,0.03448275862068965
42,58,0.27586206896551724
42,49,0.06896551724137931
14,59,1.2758620689655171
42,34,1.0333333333333334
79,50,0.2413793103448276
42,114,0.06666666666666668
42,74,0.20689655172413796
79,11,0.06896551724137931
79,3,0.20689655172413796
79,142,0.03448275862068965
90,124,0.03448275862068965
90,141,0.06666666666666668
42,91,0.7586206896551724
90,123,0.27586206896551724
79,114,0.03333333333333333
79,111,0.2
90,48,0.10344827586206896
90,84,0.03448275862068965
90,84,0.3448275862068966
42,122,0.03333333333333333
42,6,0.03448275862068965
90,84,0.06896551724137931
79,19,0.3103448275862069
89,20,0.3103448275862069
58,44,0.0
91,53,1.0689655172413792
79,27,0.06896551724137931
91,81,1.1
79,57,0.1724137931034483
91,95,0.6896551724137931
42,96,0.4482758620689655
91,36,1.0689655172413792
42,77,0.03333333333333333
67,112,0.0
67,112,0.0
42,5,0.16666666666666666
42,56,0.10344827586206896
90,144,0.2413793103448276
89,35,0.10344827586206896
90,140,0.1724137931034483
90,44,0.26666666666666666
90,186,1.5172413793103448
42,95,0.06896551724137931
42,82,0.06666666666666668
92,51,0.0
92,27,0.0
92,27,0.0
92,51,0.0
92,27,0.0
92,27,0.06896551724137931
90,91,0.3793103448275862
90,45,0.2333333333333333
